,Accuracy,Train Losses,Test Losses,MAE
0,0.9487179487179487,"[0.7101704974969228, 0.7098093628883362, 0.6753876407941183, 0.6665914803743362, 0.6594906349976858, 0.63853703190883, 0.573228140672048, 0.6354389016826948, 0.6212529415885607, 0.6139221241076788]","[0.7527046600977579, 0.7149887283643087, 0.6726060708363851, 0.6544250051180521, 0.6367555061976115, 0.6240943570931753, 0.602527529001236, 0.582982063293457, 0.5745958586533865, 0.5655850370724996]",0.05128205128205128
1,0.7307692307692307,"[0.7029027889172236, 0.698948323726654, 0.7100478063027064, 0.6966285357872645, 0.6870024849971136, 0.7082207848628362, 0.7117246488730112, 0.696653683980306, 0.6893392950296402, 0.6804452935854594]","[0.7043734391530355, 0.7038672169049581, 0.6937058568000793, 0.6876400113105774, 0.6887897849082947, 0.6836724281311035, 0.6856958667437235, 0.6837719877560934, 0.6848035653432211, 0.683111826578776]",0.2692307692307692
2,0.5769230769230769,"[0.7110452751318613, 0.7073722134033839, 0.6848603834708532, 0.6886537025372187, 0.685326079527537, 0.6808466662963232, 0.6881091793378195, 0.7091217935085297, 0.7104937682549158, 0.6890862236420313]","[0.6979493896166483, 0.6991843183835348, 0.6981896559397379, 0.6981432636578878, 0.6973763108253479, 0.6971675157546997, 0.6985663970311483, 0.7014196713765463, 0.7014274199803671, 0.701962391535441]",0.4230769230769231
3,0.8333333333333334,"[0.6905491302410761, 0.6938164085149765, 0.6970108350118002, 0.6949291278918585, 0.6996288696924845, 0.7104593018690745, 0.6928486029307047, 0.6807036350170771, 0.6837971111138662, 0.7022556016842524]","[0.7017645239830017, 0.7043898701667786, 0.7049185037612915, 0.7047634919484457, 0.7084268927574158, 0.7043746113777161, 0.7016136447588602, 0.7012569904327393, 0.7011308272679647, 0.7007791598637899]",0.16666666666666666
4,0.6666666666666666,"[0.7056209097305933, 0.6988504777352015, 0.7007114142179489, 0.7090733498334885, 0.6974337448676428, 0.7035506318012873, 0.7054574936628342, 0.69313944876194, 0.6905412971973419, 0.693902517358462]","[0.699758509794871, 0.6952759226163229, 0.6924358606338501, 0.6853571931521097, 0.6811917026837667, 0.6832395792007446, 0.6832589904467264, 0.6838811834653219, 0.6835957765579224, 0.6832863291104635]",0.3333333333333333
5,0.6794871794871795,"[0.7018818606932958, 0.6953306694825491, 0.7024324436982473, 0.6817009896039963, 0.7005968739589056, 0.6827326714992523, 0.7086071570714315, 0.6719912985960642, 0.6755077789227167, 0.6640079418818156]","[0.6716950933138529, 0.6680167118708292, 0.6684185067812601, 0.6719564994176229, 0.6762112180391947, 0.6765537063280741, 0.6758688688278198, 0.6771555344263712, 0.6787902514139811, 0.6788208683331808]",0.32051282051282054
6,0.6923076923076923,"[0.6734068840742111, 0.7234262327353159, 0.7095623115698496, 0.7297063767910004, 0.7067391723394394, 0.7045773069063822, 0.7068993995587031, 0.6915635317564011, 0.6893642346064249, 0.697981928785642]","[0.6240693728129069, 0.6289959748586019, 0.6320262948671976, 0.6479961077372233, 0.6603909134864807, 0.6611266930898031, 0.6645555098851522, 0.6711628238360087, 0.6705806851387024, 0.6698444883028666]",0.3076923076923077
7,0.47435897435897434,"[0.6921705106894175, 0.6889092822869619, 0.6928638418515524, 0.6987144301335017, 0.6870714277029037, 0.7001177122195562, 0.6920348157485327, 0.6954709589481354, 0.6997119386990865, 0.6971150288979212]","[0.6982273062070211, 0.6939017176628113, 0.6924671133359274, 0.6881595452626547, 0.6846646865208944, 0.6857747038205465, 0.6884132424990336, 0.6868471105893453, 0.6901148358980814, 0.6924354434013367]",0.5256410256410257
8,0.6753246753246753,"[0.7016063928604126, 0.7003406335910162, 0.7099409600098928, 0.7026482174793879, 0.7020346373319626, 0.6926877001921335, 0.6971474389235178, 0.7032531748215357, 0.690934012333552, 0.6917758037646612]","[0.6822700103123983, 0.6809849143028259, 0.6852498054504395, 0.689672847588857, 0.6894577344258627, 0.687211294968923, 0.6840121150016785, 0.6810458898544312, 0.679045836130778, 0.6778947512308756]",0.3246753246753247
9,0.7272727272727273,"[0.6961401551961899, 0.6943439940611521, 0.6911174605290095, 0.6909595827261606, 0.7094159771998724, 0.693009153008461, 0.6926775773366293, 0.690174475312233, 0.6972029606501261, 0.6934661765893301]","[0.7148317694664001, 0.7179771264394125, 0.7201732794443766, 0.7232400377591451, 0.7224854429562887, 0.7187936504681905, 0.7160659233729044, 0.713280975818634, 0.7094924449920654, 0.7089288234710693]",0.2727272727272727
