,Accuracy,Train Losses,Test Losses,MAE
0,0.9743589743589743,"[0.5706020022432009, 0.4756875228550699, 0.40333153762751156, 0.42627578642633224, 0.47839905300901997, 0.453198769957655, 0.4542109484059943, 0.513598698657006, 0.6049695583577785, 0.6215409487485886]","[0.48304959386587143, 0.42360879108309746, 0.4015029054135084, 0.39594195783138275, 0.40047247521579266, 0.40553302597254515, 0.4223786359652877, 0.43018739065155387, 0.4364654300734401, 0.4486990903969854]",0.02564102564102564
1,0.9230769230769231,"[0.66881539258692, 0.6697692250212034, 0.6562062899271647, 0.6080090900262197, 0.6566332694556978, 0.7260348813401328, 0.6790203112694952, 0.6420708625680871, 0.7267082515690062, 0.7420551822417312]","[0.6563586965203285, 0.6513148508965969, 0.6561030372977257, 0.6750913821160793, 0.6908644139766693, 0.7021641880273819, 0.7032533921301365, 0.7330078817903996, 0.7486644275486469, 0.769940260797739]",0.07692307692307693
2,0.6666666666666666,"[0.7147591975000169, 0.7040658659405179, 0.6775037464168336, 0.7085697286658816, 0.6907874825927947, 0.7014595352941089, 0.693400479025311, 0.7105032685730193, 0.6847623984018961, 0.7040028522411982]","[0.7206667587161064, 0.7156822010874748, 0.7123234272003174, 0.7103578448295593, 0.7098860889673233, 0.7100142017006874, 0.7100163549184799, 0.7097558155655861, 0.7096905559301376, 0.7114349752664566]",0.3333333333333333
3,0.8333333333333334,"[0.6845785313182406, 0.7131829178995557, 0.6943989346424738, 0.6833417059646713, 0.6877619359228346, 0.7112604089909129, 0.6778776124119759, 0.7000244044595294, 0.7026912503772311, 0.6947139435344272]","[0.6970537900924683, 0.7016946449875832, 0.707676537334919, 0.7076353132724762, 0.7040079236030579, 0.7075246050953865, 0.705194503068924, 0.7116147503256798, 0.707884669303894, 0.6996806636452675]",0.16666666666666666
4,0.7435897435897436,"[0.7118921909067366, 0.7037140097883012, 0.6874009354246987, 0.7048054834206899, 0.6936269816425111, 0.7119511150651507, 0.6827919979890188, 0.7192143003145853, 0.6957517829206255, 0.7033272700177299]","[0.6938155218958855, 0.6979533806443214, 0.7048734277486801, 0.7058916240930557, 0.7041725739836693, 0.7040068358182907, 0.7076041996479034, 0.701347254216671, 0.7038402929902077, 0.7004290074110031]",0.2564102564102564
5,0.9102564102564102,"[0.6849810580412546, 0.6610443194707235, 0.653347823354933, 0.6711374248067538, 0.6969530085722605, 0.6676968592736456, 0.6054028305742476, 0.7425808981060982, 0.7748189191851351, 0.7334957702292336]","[0.6857160478830338, 0.6800892800092697, 0.6835403703153133, 0.6922969147562981, 0.7050606869161129, 0.7132885381579399, 0.7296328917145729, 0.7396158613264561, 0.7395651899278164, 0.7462007738649845]",0.08974358974358974
6,0.7435897435897436,"[0.7085673345459832, 0.6963899731636047, 0.6870016968912549, 0.6962121178706487, 0.702628837691413, 0.702929342786471, 0.690270279844602, 0.6814735813273324, 0.6849072426557541, 0.6967880063586764]","[0.6784355342388153, 0.6643272265791893, 0.6573732793331146, 0.6535599902272224, 0.6486881151795387, 0.6547848135232925, 0.653075560927391, 0.6478580832481384, 0.6427253931760788, 0.6480389833450317]",0.2564102564102564
7,0.7307692307692307,"[0.7143524007664787, 0.7076193177037768, 0.6966351353459888, 0.6992848151259952, 0.694029634197553, 0.6941632595327165, 0.6998288929462433, 0.6906678825616837, 0.7150362730026245, 0.6967796203162935]","[0.7103285863995552, 0.7056095823645592, 0.705922320485115, 0.7081923335790634, 0.7001156583428383, 0.6956026256084442, 0.6947517842054367, 0.6948057636618614, 0.6897650957107544, 0.6889917477965355]",0.2692307692307692
8,0.7402597402597403,"[0.7149536742104424, 0.6975741369856728, 0.6995908485518562, 0.7068319436576631, 0.7155923909611173, 0.6743589498930507, 0.712255103720559, 0.7077461961242888, 0.7034236921204461, 0.6876858307255639]","[0.714761808514595, 0.7096806392073631, 0.7045164033770561, 0.7074004113674164, 0.7153215557336807, 0.7115479558706284, 0.707967609167099, 0.7044658288359642, 0.7084464654326439, 0.7091115936636925]",0.2597402597402597
9,0.8441558441558441,"[0.6866678661770291, 0.6744072271717919, 0.6744943136970202, 0.6914652362465858, 0.701649799115128, 0.6971229977077908, 0.6946987319323752, 0.6777280759480264, 0.7001154017117288, 0.6963936529225774]","[0.6667297333478928, 0.6622530594468117, 0.6642403602600098, 0.6638615131378174, 0.6687592975795269, 0.6698056682944298, 0.6721285097301006, 0.6756527684628963, 0.6727766245603561, 0.6662635952234268]",0.15584415584415584
